すること,わなかっ
['\u3000妹は兄にぶるーさふぁいあの世話を頼んだ。朝、夕、二回、水を遣ること。紅葉が終わったら茎を伐って休ませること。夏の暑い盛りに咲く花だけど、水遣りは陽射しの強い時間帯が過ぎてからにすること。'],['\u3000妹が奨学金で大学に通えることが決まった時、兄に設計事務所の上司から娘の婿にならないかと打診がきた。願ってもない話の筈だったが、兄は丁重に断った。妹はその話を聴いて何も言わなかった。秋のことだった。ぶるーさふぁいあが紅葉してる、とだけ呟いた。']
