がつけば,しっかり,はっきり,うとする
['\u3000気がつけば自室にいて、王太子から候補を外す旨を直接告げられる事すらないのかと愕然としたものだ。'],['\u3000正直、隣国と戦争おっ始める気で人質にするご予定ですかと膝突き詰めて問いたい。いや、しっかり問い詰めてから、この場に立つべきだったと…。'],"['\u3000握手の為に右手を差し出してきた男は、はっきりと此方に敵意を向けて来た。', '\u3000あれは華奢な女が好きだから、その点まりえら姫はどうにも横幅があり過ぎる。謁見の間で初めて対面した際も、王太子がはっきり落胆の表情を浮かべるのをおーえんは目撃している。']",['「やっとお前を連れ戻せると言うのに、あの人達は山ほど土産を持たせようとするし、自分が迎えに行くと聞かないし。お陰で夜明け前に、こそこそ出立する羽目になったんだ」']
