ワンピー,スーパー,クッキー
['\u3000もう着ないけど、高くてなかなか手がでなかったワンピース。首ののびた、けれど気に入っているTシャツ。華奢なヒールの靴。母から結婚の時に送られた真珠のネックレスとピアスは、流石にゴミにはだせずに売ってしまった。'],"['\u3000沼には様々な大きさのヨーヨーと、スーパーボールがひしめきあっている。', '\u3000紳士の傍らに置かれているバケツを覗くと、水があるばかりで魚影はおろか、ヨーヨーも。スーパーボールもない。バケツには藻の切れ端らしいものが、ゆらゆらと浮き沈みしているばかりだ。', '\u3000カラフルなヨーヨーとスーパーボールが、ゆらんゆらんと水面で揺れる。']","['\u3000紅茶を半分スープ皿に残して、床に転がっているトラピストクッキーの缶をたぐり寄せた。私は紅茶を床に蹲って飲む。椅子もテーブルもないものだから、パンもおにぎりも床で食べる。', '\u3000缶の半分には修道士のつくる甘ったるいクッキーがあり、あいた場所に鳩笛を入れている。私は鳩笛を手に取ると吹いてみた。']"
