バカバカ,バラバラ,パラパラ,ドロドロ,ギリギリ,チロチロ
['「バカなこと言わないでよ。このバカバカ」\n'],"['\u3000噛み千切られ、バラバラになった人間の手足だった――。\n', '\u3000集団の先頭に砲台役の魔法士が立ち、続いて供給役の魔法士たちが最大４名ごとに小集団を形成する。部隊という概念はあるが、整列して同じ人数がそろうことない。傍目には各列バラバラだ。けれど、いびつな形状こそが「聖弓魔法奏団」の特長である。\n']",['\u3000パラパラ……。\n'],['\u3000沈黙の中から歓声が沸き立つ。状況を説明する魔法士の声があちこちから聞こえた。匂いはきつくドロドロ身体にまとわりついているが、「油」だと魔法士以外も理解してくれたようだ。\n'],['「ギリギリ合格点だな……。代わったばかりなのか連続して失敗する者もいるようだが、１２人分の連結魔法弾は維持できている。素晴らしい魔法士たちだ」\n'],['\u3000エキストはこちらに目を向けて呆然と立ち尽くしていた。その背後に見え隠れする炎の残骸がチロチロ光を放っている。私は魔法暦８８年「影の日」で一番の功績を挙げたはずが、地面にしりもちをついたまま、先輩魔法士に肩を貸されるのをじっと待つ羽目になった。\n']
