カランコロン,ピンヒー,ワンピー,キーボー,ジャンキー,エンジン,ピーカー,ポンコツ,ブラジャー,ハッキリ,コントロ,シャンプー,ガンジー,ワイドシ,トンタッ
1,1,2,1,1,1,2,3,2,3,1,1,1,1,1
