わなかっ,くださら,かりする,おいてく,ばらくす,しなかっ,うとする,するくら,わないら,うところ,しながら,すること,からすれ,かんきん,たらこん,からかっ
3,1,1,1,1,2,1,1,1,3,1,2,2,1,1,1
