クッキー,ワンピー,コンポー,ポリシー,サワフー,ビーカー,ピーカー,コンクー,グルマザ,カーペッ,タックル,ビングル,スーツケ,クドチー,パーカー,スーパー
2,2,1,1,1,1,7,1,1,1,1,1,1,1,1,6
