ぶるぶる,しーしー,おいおい,がつがつ,わなわな,じりじり,きらきら,ぽんぽん,ぺこぺこ,ぶつぶつ,どんどん
['\u3000ぷりうすの目には、明らかな憎悪の炎が宿っている。俺は、ぶるぶると体を震わせた。\n'],['\u3000女戦士せれなが、つまようじで歯をしーしーしながら喋る。\n'],['\u3000おいおい。それが本当だとして、ゔぉくしーが浮気をしたというなら、この中の誰かという事になるぞ。\n'],['\u3000だんじょん地下１５０階の中央広場に集まって、遅れながらも朝食をとる。女戦士せれなと女盗賊じむにーはがつがつと貪るように食べていた。犬か！\u3000お前らは！\n'],['\u3000ゔぃっつは、せれなを強く睨み返した。わなわなと体を震わしている。だが、せれなの方がさらに強い圧をかけた。\n'],['\u3000震えるゔぃっつを捕えようと、女戦士せれなはじりじりとにじり寄る。ゔぃっつは、後ずさりしながら上ずった声を上げた。\n'],['\u3000その時、女僧侶ぷりうすが立ち上がった。その目は、きらきらと慈愛に輝いている。まあ、彼女なら変な意見は言わないだろう。黙って聞くことにした。\n'],['\u3000女戦士せれなが剣を肩でぽんぽんと叩きながら言ってくる。この女も恐い。\n'],['「そだねー！\u3000もうお腹がぺこぺこだよー！」\n'],['\u3000俺は、ぶつぶつ言いながら通路を歩く。本来は、勇者でありりーだーであるはずの俺だが、ぱーてぃーの女連中ときたら完全に俺をぱしり扱いだ。許せん。いつか仕返ししてやる。\n'],['\u3000俺は、どんどんと扉をのっくしながら呼びかける。しかし、返事は返って来なかった。\n']
