わなかっ,からがら,すごすた,うとこん,しなかっ,がたかっ,うとする,かってく,こそうと,ひたすら,かったら,しながら,すること,ことくら,へとぶつ
2,1,1,1,1,1,1,2,1,1,1,1,3,1,1
