しっしっ,おいおい,ばらばら,ぶらぶら,どんどん
['\u3000手の甲を向けてみりーはしっしっと払った。すたんりーは少しうなだれた顔をしていたが急に思い出したような顔をすると勘定場に両手をついていった。'],['「おいおい、みりー。勘弁してくれよ。僕は荒事専門じゃない」'],"['「酷いもんだったよ。ひきちぎられてばらばらだ」', '「ろぼっとは止まっていたよ。きっと核に残った魔力を使い切ったのだろうさ。いろいろな死体を見てきたが、これほどひどいのは珍しいよ。四肢はばらばら。けいんにいたっては肉団子だ。あんたもこのあとの掃除が大変だな」']",['\u3000そして、かつて冒険者に憧れたすたんりーは立派なひもとしてぶらぶらしているのだから始末の負えない。'],['「できるでしょ。過剰回復。怪我もない人間に回復魔法を使えば活性化した肉体はどんどん筋肉や血液を作り続ける。それが体内でおさまるあいだは腫れるだけで済む。でも限界を超えたら？\u3000皮がもう伸びない。骨が膨れ上がる筋肉に耐えられない。身体は熟れた柘榴（ざくろ）のように弾けるでしょうね」']
