ころころ,さばさば,じゃんじゃん,ぱらぱら,きらきら
['\u3000伊坂の首がゆるやかな下り坂をころころと転がる。\n'],['\u3000有名人の事件ということで浮き足立っている新米刑事の清水とは大違いである。その冷静さは｜百戦錬磨《ひゃくせんれんま》の経験から来るものなのか，それとも元来のさばさばした性格から来るものなのかは判じ｜難《がた》い。\n'],['\u3000ある日，聖川は，自分の作品とは対照的に，じゃんじゃんpt数を稼ぎ，らんきんぐ上位に位置する他の作品はどれだけ素晴らしいものなのだろうかと気になり，総合らんきんぐ上位の作品を読んでみた。\n'],['\u3000大野は渡された紙の束をぱらぱらめくると，それをすぐに机の上に置いた。\n'],['\u3000すると，まるで星屑が落ちるようにきらきらと輝く物が手の中に集まり，やがて細長い剣を構成した。\n']
