コントロ,フカメラ,キューコン,ペットボ,スーパー
['\u3000好奇心旺盛なあずさをコントロールしていたのはいつだって聡美だ。\n'],['\u3000それは当時この場所で、親から借りた一眼レフカメラで撮影した、四人が修まった写真だった。\n'],['\u3000達也のそれはほとんど独り言のようだった。その目はバーベキューコンロの中にある、ほとんどが灰になった炭に固定されている。\n'],['\u3000聡美は目を伏せながら、ジュースのペットボトルを胸の前で堅く握っている。\n'],['「うん。時々近所のスーパーに買い物に来るのを見たことがあるわ」\n']
