たっぽい,わなかっ,びーへと
['「被害者の名前は｜島風《しまかぜ》｜暁《あかつき》。画家だね。仕事中に背中から一突きされて即死したっぽい。死体の様子から死後一時間も経ってないよ、たぶん」\n'],['「現場の状況を説明する時も文字の色のことは言わなかった。あの三人は知らないはずなのよ。それなのに一人だけ、大往生の文字の色を『蒼天色』と表現した人物がいた」\n'],['\u3000二人は並んで容疑者の集まるろびーへと向かった。\n']
