パクパク,カンカン,ヒシヒシ,ピンピン,トントン,クリクリ,スヤスヤ,ワクワク
['\u3000口をパクパクさせている奈加子のリアクションからして，酒井と自分が異母姉妹であるという事実は奈加子も知らなかったようだ。\n'],['「お姉ちゃんのあまりの自由奔放さに，パパもママも目くじらを立てちゃって，特にパパなんてカンカンでさ。国際電話で，『お前なんか勘当してやる』って叫んでた。まさか，その数ヶ月後には，金輪際，お姉ちゃんに本当に会えなくなるなんて思わずにね」\n'],['\u3000奈加子が挙式を楽しみにしていることは，ヒシヒシと伝わってきていた。元々無邪気なところはあるが，普段はもう少し落ち着きでコーティングされている。今日の奈加子のテンションは特別である。\n'],"['\u3000今までピンピンとしていた男性が，女房に先立たれた途端に急に体調を崩すというのはよくある話であり，陸夫も例外ではなかった。しかも，房子の自殺は，陸夫が直接原因となっているものであるから，陸夫の心労は想像を絶する。\n', '「最後に，３つ目の工夫。それは，２件の『殺人事件』の凶器をギイヌクサにしたこと。酒井さんがピンピンしていることから気付いているとは思うけど，ギイヌクサには，棘はあるものの毒はない」\n']","['\u3000奈加子の衝撃の告白は，トントンという優しいノックの音によって一旦幕切れとなった。\n', '「だから，私には仁君が遺産目当てなんじゃないか，ってずっと思ってた。トントン拍子で結婚まで話が進んだときには，なおさらその疑念が強まった。そこで，実験によって白黒付けようとしたの。まずは，ちょっとした探りを入れてみた」\n']",['\u3000奈加子の目は大きく，クリクリとしている。\n'],['\u3000薄い毛布に包まれながら，ダブルベッドの上の奈加子がスヤスヤと寝息を立てている。\n'],['「｜仁《じん》君，ワクワクするね」\n']
