キーボー,カップル,コンクリ,エンジン,ピーカー,ブルルン,ニコチン,ブンスタ,バリカン,ガチャガチ,ハッキリ,パッチリ,カチャカチ,ジャングル,ブラコン,カタコト,キンシッ,クラウン,ジャーキー,パーカー
1,1,1,3,3,1,1,16,1,1,1,1,2,1,1,1,1,3,3,9
