クッキー,ピンヒー,ワンピー,ジンジャー,キーボー,カップル,シャーペン,スカウト,チンピラ,アーコン,ジーパン,エンジン,ピーカー,ムシャクシャ,ポンコツ,チップス,パチクリ,コンクー,ハッピー,ジャンパー,クラシッ,カランカラ,ピンポン,ブルクリ,ガチャガチ,グラウン,ハッキリ,デコボコ,シャンプー,スーツケ,ペットボ,パーキン,スーパー,トンタッ,ガーベラ,スクリーン
2,1,3,1,2,2,1,1,1,1,1,4,1,1,1,1,1,2,2,1,3,1,2,1,1,1,2,1,2,1,7,1,2,1,2,1
