こっから,わなかっ,じめから,くらすか,いらしく,するとく,くるから,はたぶん,つけてく,するから,からいじ,からこん,はっぴー,よろめき,わーばら,かーする,でこちら,こっちか,ずたじろ,がくすく,もそうだ,うとしな,いじめら,しなかっ,にこびり,ぶつけた,うとする,すべきこ,しっくり,もそうは,にこちら,ひたすら,がつくら,にやたら,でこのた,びくしな,からこそ,もたぶん,はっきり,かったら,からくら,たらぼか,かーどや,からする,てかかっ,きーぱー,しながら,たらおい,けたくら,くらいじ,たらしく,うだから,いじめた,からずた,たらこん,ぴんぽい,しないそ,ぶつかり,するすべ,てかうん,まるくら,けたかっ,ちらから,じめすら,しっかり
1,3,1,2,1,1,1,1,1,5,5,1,1,1,1,2,2,1,1,1,2,3,2,4,2,1,13,1,1,1,5,1,1,1,1,1,5,1,18,12,1,1,1,1,1,7,6,1,1,1,3,1,3,1,2,1,1,1,1,1,1,1,2,1,3
