くださら,ごしてく,しなかっ,からきち,しないら,はきちん,たっぷり,かったら,きしめた,うところ,すること,こんぴゅー,こんわく,たらしく,ことにた
1,1,2,1,1,1,1,1,1,1,3,1,1,2,1
