ピーチュン,バラバリ,ガラゴロ,カラクリ,キーボー,スカウト,グータラ,ツンデレ,マルポー,ウンエン,ワースー,ハラキリ,ジーパン,エンジン,ワンゴク,フーグラ,ギシガー,ゴーグル,シックス,カンパチ,ニャームズ,モリニャー,ビーワン,ニコニヤ,キューパー,メタボリ,キャットボ,モリアー,メリカン,カッハッ,ピチャピチ,コンクー,ニャーボー,カンプン,ハッピー,ワンワー,パッチン,ガサゴソ,ウロチョロ,クラシッ,ハードボ,マジシャン,ベロンベロ,チューガク,リングイ,バリカン,クスフン,チュンテラ,ピッキン,ワンニャー,カーペッ,ワーアップ,クリカン,ブラカリ,ピッグリ,モリクラ,ジャンピン,グラウン,パラシュー,キーワー,チンチラ,ウラクダ,チンパン,ハッキリ,ピープー,オンキリ,ジーキャッ,コロリン,トロドキ,モジャモジ,ドンガラ,ワンコロ,ジャングル,フカフガ,コントロ,ハッキン,シャンプー,タッパー,ブリワン,ニャーチュー,ポーカー,ジャーキー,ペットボ,シースー,ブツクサ,パーキン,ニャーキー,グダブル,シーアー,トロドー,ビースタ,ワードロ,ニャーバン,コンピュー,ブラウン,スーパー,トングラ,ピンポイ,ポイズン,ガクボー,ブーメラ,シックネ,ブラジリ,トロピカ,クックド,ガクカン,キーカラ,コトウマ,パーカッ
8,3,1,1,1,1,1,1,1,4,1,1,1,4,1,3,3,6,3,4,1135,21,1,1,1,1,2,4,1,1,1,1,8,5,1,2,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,1,12,1,2,1,4,2,1,5,5,1,6,1,1,14,1,2,2,1,7,2,1,1,2,2,2,1,5,3,1,7,1,1,3,1,2,1,2,1,1,21,7,5,5,5,1,2,1,1,2,1,1,3,2,2,1,8
