ドタバタ,ブツクサ,ポンコツ,ヨロシク,ハッキリ,シーズン,プンスカ
['\u3000不思議に思った平間が耳をすますと、部屋の中からドタバタと何か物を動かすような音が聞こえてきた。\n'],['「なにをブツクサと言うておる。さっさと行くぞ。仕方が無いから今日一日はお主の旅の準備を手伝ってやろう」\n'],"['「物知りなのに、なんで妙なところでポンコツなんだ……」\n', '「な、仮にも高位の家の娘を相手にポンコツなどと……！ 私だってもちろん、力になりたかった……っ！」\n']","['「さっすが、平間くんは話が分かる！ それじゃヨロシクね、壱子ちゃん、隕鉄さん」\n', '「おー、平間くんって言うんですね。どうぞヨロシク～」\n']","['\u3000こんな感覚が、こうもハッキリと分かるものなのか。\n', '\u3000そのせいで、その細かな容貌はハッキリしない。\n', '「ハッキリとは見えぬな。しかし、話に聞くヌエビトと比べるとずいぶん華奢に見えるが……」\n', '「男の頭蓋骨は｜眉弓《びきゅう》、すなわち｜眉《まゆ》のでっぱりが、女に比べて高い。それに頭の後ろの少し山になっているところも、女に比べてハッキリしておる。ま、そういうことが多いと言うだけで、絶対にそうとは言えぬのじゃが……ま、知らぬよりは良いはずじゃ」\n', '「それよりハッキリしたものじゃ。もし沙和が幻を見ているのだしたら、具合はあまり良くない……。幻視をする｜病《やまい》はおおむね｜性質《タチ》が悪い」\n', '\u3000なぜそう思ったのか、ハッキリとは分からない。\n', '\u3000その二つだけはハッキリと分かるものの、何と返せば良いかという平間がいま最も欲している答えだけは浮かんでくれなかった。\n']",['⑤ツツガムシの活動期は初夏から秋にかけてである(作中では初春なので、オフシーズン)。\n'],['\u3000プンスカと森の入り口へ歩いていく壱子の後を、沙和が笑いながら追っていく。\n']
