ワンピー,チンピラ,ピクシー,ブルンブル,ポンコツ,ハッカー,ムンクル,ピーピン,ヒラスカ,ジュードー,タッカー,チンチクリ,ガラクタ,クンドク,ハーパー,ハードボ,クリコクリ,カックー,ピッチリ,グーパン,グストン,ブラジャー,パープル,カサコソ,ワーアップ,カンピン,ドンブー,クントク,ハッキリ,ポツリポツ,クンビク,ドクデン,ジャングル,コントロ,ハッキン,ズタボロ,ポンキュー,ワンバン,ブラウン,ピンポイ,キンピカ
6,7,1,1,1,1,6,2,1,2,2,1,1,1,6,5,1,10,1,1,1,16,8,2,1,1,1,2,29,4,1,1,1,8,2,2,2,1,54,2,1
