ハッピー,ブラバン,キーワー,ジージャン
"['「あのね、わたしは恋愛小説はハッピーエンドが大好きなんだ」', '「だから、ちゃんとあの恋愛小説もハッピーエンドで完結させてくれるよね」', '\u3000そして、わたしはハッピーエンドで完結したシンジの書いた小説に評価満点を入れた。']",['「それなんだけど、毎日交代で三人がブックマークや評価入れてて、そのうちクラスメートやブラバンの部員の何人かにも協力させてたみたい」'],['\u3000「おもしろそう！」って思ったんじゃなく、そのあらすじに書かれているいくつかのキーワードが気になっちゃって。'],['\u3000どうも、このサイトは異世界モノが人気の中心なんだよね。別にファンタジージャンルの作品も悪くはないんだけど、なかなかわたしの大好きな恋愛クォリティがたっぷり含まれた作品は多くないんです。']
