カランコロン,ワンピー,キーボー,イラギー,コンドー,トンガリ,ツーカー,ハッピー,パークリ,ピンポー,ワーキン,ベロンベロ,カーペッ,リントゲ,ドタバタ,キーワー,ハッキリ,オンボロ,パッチリ,コントロ,ハッキン,シャンプー,ワイドシ,パーキン,トンズラ,キージャン,ブラウン,スーパー,ワンクリ,キャッチー,ガクブル
1,1,2,1,5,1,1,3,4,1,1,1,3,2,1,2,9,1,2,3,5,1,1,1,1,1,1,7,1,1,1
