ワンピー,カラクリ,ポージン,キーボー,フラワー,ポークス,コンクリ,ビリアー,ピーカー,シックス,チングス,サラダボ,カンプン,ゴチャゴチ,ピンポー,ピリオド,マジシャン,カランカラ,ブラジャー,ガチャガチ,ビングル,チンワー,チンプン,グラウン,ウロボロ,シッカリ,ハッキリ,カチャカチ,コントロ,シャンプー,ポーカー,メチャクチャ,ペットボ,パーカー,ワイトボ,パンプス,ピンポイ,ブーメラ,トンタッ,メソポタ,スクリーン
2,2,1,1,1,1,2,1,2,1,1,1,1,3,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5
