コッキン,ポリシー,チンピラ,コンクリ,ジーパン,エンジン,コンクー,ツーリン,キーポイ,プリンクラ,グラウン,ハッキン,ペットボ,パーキン,パンプス,ピンポイ
4,1,1,3,1,2,1,1,1,4,9,1,2,3,1,1
