すくめた,どぶちま,べたこと,おいくら,すかうと,はたいそ,がくすく,もそうだ,しくうろ,しなかっ,ばたつか,うとする,にこちら,かったら,ことする,しながら,すること,こんわく,たらしく,かすめた,しっかり
1,1,1,2,4,1,1,1,1,3,1,1,1,1,1,1,1,2,2,1,4
