ふつふつ,そろそろ,ばたばた,ふわふわ,ひらひら
['\u3000そう思うと怒りがふつふつと湧いてくる。\n'],['「明神刑事。これだけ捜査しても彼女が自殺であるという証拠しか出ないんだ。刑事は疑う事が仕事だが限度ってもんがある。そろそろ満足してくれないかね」\n'],['\u3000それを合図にばたばたと警察官が部屋に入ってくる。\n'],['\u3000最初は幽霊になってしまったのかと考えたが、それにしてはふわふわと浮いたり体が透けていたりという事もなく。横たわったまま動く事も出来ない。\n'],['\u3000手をひらひらとさせながら、大川警部が去っていった。\n']
