とんちん,いらしく,かってく,ばらくす,かったら,ぽんこつ,どたばた,しっかり,はっきり,ちまうん,しなかっ
"['「な、な、な、なんなんだよあんたら、俺はやってねぇぞ！\u3000借金を断られて別れ話を切り出されたからごるふくらぶで後ろから殴ってなんてないって言ってるだろ！\u3000くそっ、なんなんだよそのとんちんかんな捜査はよぉっ。ふざけんじゃねぇぞ！」\n', '\u3000現場を見るなり刑事の一人がいきなりとんちんかんな事を言い出したのだ。\n']",['「ああ、なんでも彼はえすぺらんと語に詳しいらしくてね。最近はごるふにはまっているらしいが……」\n'],"['\u3000お、わかってくれたの。わかってくれたの！\n', '\u3000お、わかってくれたの。わかってくれたの！\n']",['\u3000そうしてしばらくすると、通報を受けた刑事達がやってきた。\n'],['「いいえ、大川警部。あなたは悪くありませんよ。彼の偽装工作は完璧でした。私も彼女の声がなかったら自殺を疑っていなかったでしょう」\n'],['\u3000どうやら大川警部とかいうでぶはぽんこつだが、明神刑事の方はそこそこ頼りになりそうな感じだ。\n'],['\u3000どたばたと音を立てて誰かが慌てて部屋を出て行くのが見える。\n'],['\u3000疑問の余地ありまくりでしょ。しっかりしてよでぶ。\n'],['\u3000ただそれでも意識だけははっきりとしているし、目も見えれば耳も聞こえる。\n'],['「馬鹿やろう！\u3000刑事たるもの常に常識を疑ってかかれとさっきも言っただろうが！\u3000かたかなだと思い込むからただの模様がだいいんぐめっせーじに見えちまうんだよ！\u3000もっと洞察眼を磨けこのひよっこがぁ！」\n'],['「借金の事で揉めたりはしなかったんですか？」\n']
