カランコロン,エンペラ,グスタッ,ハラドキ,カラクリ,キーボー,カップル,スカウト,ポリシー,チンピラ,リンピッ,コンクリ,エンジン,ピーカー,コンポタ,ウトスル,デカブツ,メリカン,ザードー,ハッカー,パチクリ,ドスクラ,ゴチャゴチ,ハッピー,ガサゴソ,マルボロ,カードキ,ピンポー,ブンスタ,ペチャクチャ,シーザー,ハードボ,ワイトロ,ジャンビン,ワンタッ,リングショ,ピッキン,タックル,ガチャガチ,ドタバタ,ジャンピン,コンチク,ハッキリ,カチャカチ,ハッキン,ヒーカッ,メチャクチャ,ズタボロ,トンズラ,アーバン,シャンカシャ,スタジャン,グーパー,コンピュー,スーパー,プルジュー,ブルシュー,スクリーン
5,7,1,1,1,3,10,1,1,2,1,6,1,4,1,1,5,8,83,1,5,1,1,1,2,1,1,1,1,1,3,1,1,1,2,4,3,1,3,2,23,1,1,3,2,6,2,1,1,5,2,1,2,2,1,2,1,1
