パンパン,ドンドン
['\u3000僕はしげしげと彼を見たがとても強そうには見えない。脂肪でパンパンに張った腹回りなどとても戦闘に耐えられないのでは、と不安になるくらいだ。'],['\u3000僕が言うとリーザは表情を暗くした。少し嫌な予感がした。僕は部屋を飛び出すとアランの部屋まで向かった。彼の部屋の前には侍従や貴族、マーモットなどが立っていた。扉には鍵が掛かっているらしくノブを回しても開かない。扉をドンドンと叩く者もいるが反応はない。']
