ちらちら,ごろごろ,うんうん,どきどき,にやにや,ほやほや
['\u3000教室に戻ると、ついつい榊原くんと藤田くんのほうをちらちら見ちゃう。'],['\u3000夕食後、べっどにごろごろと寝転がりながら、すまほで「小説家になろう」を見ておもしろい恋愛小説がないかなって探してたんだ。'],"['\u3000うんうん、怪しいぞ。', '「うんうん、教えて」', '「うんうん」']","['\u3000すっごくどきどきしてきた。', '\u3000たぶん、しんいちくんもわたしと同じくらいどきどきだと思うから、今日くらすの様子をちゃんと見てれば、しんいちくんが誰かはっきりするとは思うんですが、とてもそんな余裕はないようです。']",['\u3000とにやにやした顔でちょっかい出してくる。'],['「まだ成立してほやほやなんだ」']
