カラクリ,プスブル,ワンシー,マルギト,シーザー,ガーデン,ツートン,キーワー,ベラドン,コントロ,バリトン,ペットボ,ウカリン,カンツラ,マルトン,ブラウン
1,7,1,46,1,1,1,36,2,1,7,1,1,9,5,1
