かんかん,ぼろぼろ,ぐるぐる
['\u3000魔導将軍は髑髏（どくろ）の飾りが付いた杖で何度も床を打ち鳴らした。彼の心労がそこまでひどいとは知らなかったが、世界征服という覇業（はぎょう）を志（こころざ）した以上は覚悟すべきではないだろうか。家庭や部下から批判されるのは中間管理職（ちゅうかんかんりしょく）の常（つね）であるはずだ。'],['「そうですな。魔王様に興味ができたのです。言葉だけ美しい魔王様がこのあとどうなるか。本当に価値のある財宝のように輝くのか。それともくず鉄のように輝きもなくぼろぼろと崩れ落ちるのか」'],['\u3000妖魔将軍は、人間たちを威嚇するように微笑むと漆黒の羽を広げて空へ舞い上がった。手を掴まれている吾輩も引っ張られるように宙へ引き上げられる。見上げれば竜の姿に戻った竜人将軍がぐるぐると旋回している。']
