エンジン,コテンパン,ノオウジ,ムシャクシャ,ポーツカ,ハッピー,クラシッ,カーペッ,グラウン,シーズン,ポツリポツ,シックド,ワイドシ,ペットボ,ブツクサ,シャンパン,パーカー,スーパー
1,1,1,1,4,1,1,1,4,2,1,1,1,1,1,2,2,1
