キーボー,カップル,ワクチン,キータッ,ポリシー,チンピラ,コンクリ,エンジン,ドキワク,ピーカー,ハッカー,トロベリ,キンハー,ピングサ,ゴチャゴチ,ハッピー,ジャンパー,ピッチン,ガラクタ,キリカリ,コンプリ,コンデン,コンパー,ピンポン,ブルドン,スカトロ,カードタ,グラウン,カートン,オンボロ,カチャカチ,ジャングル,ハッキン,トンパリ,パーカー,コンピュー,スーパー,ジャンコン,スクリーン
12,1,1,1,5,1,4,2,1,3,82,1,1,1,1,3,3,2,4,1,1,1,1,1,1,2,1,1,1,1,1,6,2,1,2,69,7,1,3
