ぶるぶる,するする,ぼろぼろ,ぐるぐる
['\u3000痺れるように血の気の失せていく指先は、制御を失いぶるぶると震えていました。'],['\u3000表面に引っかかるように揺れた針先が、その薄皮に傷を残すことを恐れ、私はぴっくを握る右の手を、左手で押さえ込みました。けれどそれは震えを肩まで広げるだけで、二の腕についた薄い肉が、するすると揺れるのがわかりました。'],['\u3000涙はぼろぼろと珠のように零れて視界を塞ぎ、私は手探りであなたの蛹に触れ、縋るように抱き着きました。'],"['\u3000ずっと私の横で笑っていた、天真爛漫のあなたが、黄金のすーぷのように溶けて、この蛹の中、ぐるぐると回っているのです。', '\u3000あなたの指が、耳が、舌が、眼球が、ぐるぐると、春の雷雨のように輝かしく、この蛹の中、変わりつつあるのです。', '\u3000ぐるぐると、殻の下で廻る黄金の中に、つつじの毒を混ぜ、あなたを破壊してやろうと、そう思っていたのです。']"
