ことから,わなかっ,ことはた,するから,もおびた,ことすら,けたとこ,ぱっくり,はっぴー,するとこ,ぶらぼー,いじめら,しなかっ,まるばか,ぶつけた,すべきこ,くどころ,めちゃくちゃ,からばち,からぐら,いそうだ,はっきり,かったら,こんがん,ぽたりぽた,しながら,すること,からすた,めたこと,がぶつか
1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1
