わなかっ,いらしく,せかけら,ころから,つけてく,おいてく,けたとこ,まざこん,ばらくす,するとこ,うとしな,くつもり,せかけた,しなかっ,ばたつか,くるめら,うとする,からくす,ずらしく,かりぼー,はきちん,いそうだ,はっきり,からひょい,かったら,からする,ぱくつか,うところ,とこちら,くんのた,がやるん,よろしく,かったっ,すること,すくする,めそうだ,はらする,かんばか,くんにこ,がらぼー,がつくだ,いじめた,ことばか,ぐつもり,つけるん,くったら,ちらから,てくるん,しっかり
1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,2,1,4,2,1,1,1,1,1,3,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
