クッキー,ビーグル,カップル,スカウト,ツンデレ,ガラスヤ,ポーツカ,フードカ,パープル,ポリカー,ハッキリ,シーズン,ポツリポツ,タップリ,ペットボ,パックリ,メラアプ
1,1,1,2,1,10,1,1,4,1,4,2,1,1,1,1,1
