ピンキリ,カラクリ,コンクリ,ピーカー,チップス,メリカン,ジンギス,ハッカー,ハッピー,ホカメラ,ピンポー,シックリ,ニタリン,ハッキリ,ジャングル,コントロ,ハッキン,ヒーカッ,トンズラ,ワイトボ,ドサクサ,ピンポイ,コンプラ,スクリーン
1,1,1,1,1,1,5,9,5,1,1,1,1,2,1,14,17,1,1,4,3,2,2,1
