ことから,わなかっ,わんしー,しなこと,じゃんがり,せかけら,どろおど,するから,びりはー,かたこと,がばぐだ,まるごと,しなかっ,からこそ,がちなよ,いそうだ,はっきり,かったら,よろしく,しながら,すること,きんから,けたから,きんのお,すごかっ,わくする,しっかり
3,2,1,1,12,1,1,1,1,1,1,1,5,3,1,2,1,1,1,6,12,1,1,2,1,1,2
