カタカタ,ドキドキ,バシバシ
['\u3000体をカタカタ鳴らしながら骸骨が机を叩いた。まあ、何が面白いのかは私も理解できないけど。'],['\u3000嘘をついたら即死の恐怖が一年も続く？\u3000いらないよそんなドキドキ感。'],['\u3000バシバシと背中を叩く狼男に、吸血鬼が無愛想に答える。']
