そろそろ,さらさら,うんうん,すれすれ,ばかばか
['「そろそろ，ちゃんと仕事を探さなきゃな」\n'],['\u3000とはいえ，もちろん刑務所に入る気などはさらさらない。\n'],['\u3000布施はうんうんと繰り返し頷くと，それ以上の追及をしてこなかった。\n'],['\u3000このままぽすたーを無視して通り過ぎるということは，昨日までと変わらずに会社に出勤するということである。石川啄木の「｜一握《いちあく》の砂」ではないが，このまま働き続けても良い暮らしができるわけではない。派遣社員という立場である以上，基本的に昇格昇給はなく，３０代となった今でも給料は最低賃金すれすれだ。\n'],"['\u3000我ながら｜杜撰《ずさん》で，ばかばかしいぽすたーだった。自分だったら間違いなくこんなあからさまなぽすたーには引っかからない。\n', '\u3000しかし，あえてばかばかしいぽすたーにしたのにはちゃんとした理由があった。\n']"
