ドタバタ,ポンコツ,トンチン
['\u3000ドタバタと音を立てて誰かが慌てて部屋を出て行くのが見える。\n'],['\u3000どうやら大川警部とかいうデブはポンコツだが、明神刑事の方はそこそこ頼りになりそうな感じだ。\n'],"['「な、な、な、なんなんだよアンタら、俺はやってねぇぞ！\u3000借金を断られて別れ話を切り出されたからゴルフクラブで後ろから殴ってなんてないって言ってるだろ！\u3000くそっ、なんなんだよそのトンチンカンな捜査はよぉっ。ふざけんじゃねぇぞ！」\n', '\u3000現場を見るなり刑事の一人がいきなりトンチンカンな事を言い出したのだ。\n']"
