めちゃくちゃ,からかっ,かったっ,こうから,さくする,たらこち,かってく,うとする,たらおい
['\u3000本人が言っていた通り、まっくはめちゃくちゃ俺の事を心配してくれていたようだった。'],['\u3000っていうかまっくの奴からかってるのか。こんな当たり前の事でいちいち聞き返されてもその、困るぞ。'],['「それはわかったって」'],['\u3000それをまっくは俺が躊躇していると思ったのだろう。先ほどよりも切実な口調のまっくの声が扉の向こうから聞こえてくる。'],['\u3000そして家の中心に移動すると、体を丸くして小さくする。'],['\u3000それは俺に熊鍋にすると宣言した事だ。どれだけ自信があるんだか知らないが、あんな宣言をされたらこちらだって自衛の手段を講じるに決まっているじゃないか。'],"['\u3000まっくは黙り込んでしまった。やっと事の重大さをわかってくれたのだろうか？', '「おお、わかってくれたか」']","['\u3000慌てて家の中に戻ろうとすると、まっくが仁王立ちですぐ後ろに立っていた。', '\u3000というか今がちゃんすでは、どちら熊鍋を食すか火花を散らす両者の間をそろそろと忍び足で抜けようとすると、']",['\u3000もしかしたら俺のお肉、熊鍋にしたらおいしいかも知れないもんな。まっくが熊鍋が好きな気持ちは痛いほど伝わってきたけど、俺は熊鍋にされるわけにはいかないんだ！']
