けたから,ばらくす,うとする,のこぎり,よろしく,ぼろだっ,しながら,がぶつか,かりする,うところ,するから,さっそく,うしたっ,けたこと,がったじ,だったら,がしばら,かったじ,だったか,がたくさ,すっかり,さんから,するなよ,たらぐだ,がってく,つけたじ,すること,たらしく,しなかっ,もりだっ,ことする,ついてく,あははっ,にたくさ,がりつい,すくめた,いらしな,かったら,わなかっ,かったか,こそがし,ついたぽ,もしゃべら,げたかっ
1,5,1,3,4,1,7,2,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,4,2,2,1,1,1,1,2,1,1,1,5,2,5,1,1,1,1
