きくする,ことくら,かったた,きりぎり,からぴょこ,ばらくす,はっきり,うとする,はきのこ,よろしく,ぼろだっ,すっきり,しながら,うところ,けたこと,がらもそ,がしばら,いらしく,こそうと,だったか,いそうと,すっかり,がっかり,からしば,こうする,きくぱっ,どろおど,こそおず,おいたか,すること,すっぽり,とっくに,こうへと,もりだっ,ひたすら,ころから,すったか,かったら,かったか,くすから,さくする
1,1,3,2,1,1,1,8,2,1,1,1,8,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,14,1,1,1,1,1,2,1,1,1,1,1
