つけたら,からがら,はたいそ,だったか,たっぷり,いじめた,こちから,すること
['「まかり間違うても城に来てはいかん、おはんを見つけたらその場でちぇすとすっど！\u3000まあ、おはんは招待状が無か、そもそも城には入れんが！」'],['\u3000と拳を振るって城兵たちを薙ぎ倒しました。命からがらしんでれらの剛腕から逃れた家臣は、若様に報告しました。'],"['\u3000と、訳の分からない言い訳を残して駆け出し、軍馬に飛び乗って帰っていきました。そのときにしんでれらはたいそう慌てていたので、履いていた薩摩切子の靴を落としてしまいました。若様はその靴を拾い上げて、', '\u3000若様はたいそうお喜びになってしんでれらを嫁に迎え入れ、二人は幸せに暮らしましたとさ。めでたしめでたし。']",['\u3000それでも家臣たちは諦めずに探し続け、とうとう桜島でしんでれらを見つけました。間違いなくこの大女だ、随分な暴れようだったから他にいるはずがない、と思った家臣たちがしんでれらに薩摩切子の靴を履かせるとぴったりと足は靴に収まり、しんでれらは再び鶴丸城に招かれました。'],['\u3000と思い、しんでれらにたっぷりとえのころ飯と焼酎を振る舞うように家臣に言いつけました。'],['\u3000肝練りが終わると、いよいよ死合が始まります。そこでもしんでれらは並み居る女武者たちを斬って斬って斬りまくり、最後の決戦になるまで生き残りました。最後の相手は散々にしんでれらをいじめた義姉です。'],['\u3000と思い立って、鶴丸城で武闘会を催すことになり、薩摩国のあちこちから一騎当千の女武者が集められることになりました。二人の義理の義姉はしんでれらが持ってきた鎧兜と刀を身に着けて、'],"['\u3000しかし若様も薩摩の武家者《ぼっけもん》、全く狼狽することもなく笑顔で家臣に答えました。', '\u3000しんでれらは野太刀を蜻蛉に構えて、その大きな眼で義姉を睨み据えました。義姉も流石の武家者《ぼっけもん》――臆することなくしんでれらを睨み返して挑発しました。']"
