サーカス,カタコト,ガタゴト,タポタッ,カップル,キーボー,グチュグチ,クッキー,カラフル,カチャカチ,ランポリ,ガチャガチ,トッタタ,トッパー
37,2,2,1,13,2,2,12,6,1,1,1,1,1
