ホッゴホ,スカウト
['「ご安心を。ゴホッゴホッ……今日は干潮が正午過ぎですので、鬼が島までは砂洲で陸続きになっているはずウェ……、ですから浜までが１時間程度だとすると、あとまだ数時間あると思われまグァ……」'],"['「と、いうことだそうなので、おばば様、きびだんごを大量に作ってはくれませんか？\u3000つまり、スカウトをするのです。最強の犬、猿、雉の力で鬼どもを粉砕してさしあげましょう」', '「とはいえ、スカウトが先だな。犬、猿、雉は山にいる。とりあえず山を目指そう」']"
