かったた,しながら,けたこと,ぶかだっ,かすめた,ことすら,たっぷり,すっかり,さんから,がっかり,もわかっ,すること,もわかり,もそもこ,べたかっ,しなこと,もりだっ,げたのさ,かったら,わなかっ,かったか,ずっとこ,うしたら,いそうだ
1,1,1,1,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1
