とろくさ,きりぎり,からばり,たらむしゃ,はっきり,ぐーすか,ぶらむし,するから,うようだ,だったら,ことばっ,からかた,めたきり,ことだっ,ずらしく,ころだっ,ぐりがた,だったか,すっかり,うしばら,さんから,ばくぜー,もそうだ,すること,たらしく,げたきり,するとぼ,ざわする,しなこと,もわから,からきり,かったっ,とこちら,からさっ,かったら,はたくさ,かったか,ずっとこ,いそうだ
2,83,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2
