ばらくす,はっきり,うとする,うずうし,すっきり,しながら,うところ,だったら,むしゃむし,からだっ,じたばた,だったか,すっかり,くどころ,びかけた,けたとこ,がくしゅっ,じめたか,すること,しなかっ,からずっ,すいたっ,はたくさ,とろうと,ふさわし,かったか,うとしな,いそうだ
1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,3,1,2,1,1,1,1,3,1,1
