ばっちり,ぷっぷく,すっかり,がりこう,すごかっ,よろしく,さんぐら,だったっ,にこしな,すること
['「ばっちり、めいくしてきなよー♡」\n'],"['「ぷっぷくぷー！！！！」\n', '「わかった、行くよ、ぷっぷくぷー」\n', '「ぷっぷくぷー」\n']",['番茶はすっかり機嫌が直ったのか、にこにこしながら話を続ける\n'],['精悍な男は指原ぶすの腰ぐらいありそうな太い両足で立ち上がりこう言った。\n'],['職員室に入ると、熱気がすごかった。\n'],['そんな私の小説をよろしくお願いします。\n'],['番茶は学校でもさんぐらすをかけている少し痛いおっさんだ。\n'],['「あれ？\u3000私って今日ずぼんだったっけ？」\n'],['番茶はすっかり機嫌が直ったのか、にこにこしながら話を続ける\n'],['気が浮かれていたのかもしれない。365年生きていても、油断することもある。\n']
