キラキラ,イライラ,クスクス
['そうしてネズミが見たものは、部屋いっぱいにつまれたキラキラと光る宝物の山。'],['そんな様子をずっと影から観察していたネズミは、いつまで経ってもカラスが辛そうにも悲しそうにもしないので、イライラを募らせていました。'],['カラスはその時のことを思い出したのか、クスクスと笑います。']
