スーパー
['\u3000コンビニや百円ショップ、スーパーマーケットではだめなのだ。そうした店には今日になっても、バレンタイン向けの包装がされたおしゃれなチョコレートが並んでいるからだ。それを横目に見ながら変哲もない普通のチョコを買うなんて、いかにも惨めなことに違いない。']
