ひょこひょこ,もぞもぞ,こっくりこっくり,ぶつぶつ,ぐずぐず,ごほごほ,むしゃむしゃ,ぶるぶる,ぱくぱく,ふわふわ
['\u3000仔犬は口をぱくぱくさせ、話すのにあわせて右前足をひょこひょこと動かす。\n'],['\u3000ふああっと大きな欠伸をすると、少年の腕の中でもぞもぞと動き、仔犬は顔を少年の腕に擦りつけている。\n'],['\u3000持ち上げるようにしてよく見ると、仔犬の頭はこっくりこっくりと揺れており、どうやら眠いらしい。\n'],['「それはそれ、これはこれよ。ぶつぶつ言わないで。ほらっ」\n'],['\u3000ぐずぐずと少年の足下で動いていると、ふと仔犬の目にとまるものがあった。\n'],['\u3000少年が腕に抱きあげるとごほごほと水を吐き出した。\n'],['\u3000すると仔犬はがぶっと勢いよく口を閉じ、むしゃむしゃと数回噛み、あっという間に飲み込んだ。\n'],['\u3000仔犬は汚れが落ちて満足したのか、嬉しそうにぶるぶると身を震わせて水気を飛ばす。\n'],"['\u3000そして声と同時に口をぱくぱくと動かしていた。\n', '\u3000仔犬は口をぱくぱくさせ、話すのにあわせて右前足をひょこひょこと動かす。\n']",['\u3000そのうち踊ってくれるといいなと思いながら、ふわふわとした仔犬の背中を撫でる。\n']
