からとっ,さんから
['\u3000朝、起きると前の晩からとっておいた出汁(だし)でお味噌汁を作り、卵焼きを作ったり、お魚をぐりるで焼いたりします。お米は、これも前の晩から砥いでおいて、たいまーで朝、炊き上がるようにせっとします。'],['\u3000あまりに辛く悲しくなった時、美代ちゃんはお母さんからもらったおぱーるの指輪の入った箱を、勉強机の、とりわけ大切なものの詰まったひきだしから取り出します。それはお母さんが入院する前に、美代ちゃんにくれたものでした。']
