うとする,くっきり,ばしばさ,しながら,さっそく,めたおー,きらぎら,ぼろさん,こんなみ,わらずく,てくもり,さんたら,ことだっ,きくぎら,だったか,さんがば,たっぷり,さんから,こうから,こうする,さんもそ,すること,からのび,こうへと,さんがた,しげだっ,かったら,びしゃびし,はたくさ,かったか,うとしな,さんがじ,さんだっ
1,1,1,12,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1
