べたべた,ぼろぼろ
['\u3000正直言って、そんなに美味しくはなかった。こうしたお菓子の、袋の裏側に印刷されている文字は「ちょこれーと菓子」ならまだいいほうで、どうかすると「準ちょこれーと」などと怪しげなことが書いてある。口に放り込めばすぐにべたべたと柔らかく溶け、甘ったるく舌や喉にねばりついて徒に渇きを覚えさせるのだ。'],['\u3000かろうじて自転車ごと倒れずに踏みとどまった僕に詰め寄って、ゆかりは両目からぼろぼろと怒りの涙をあふれさせた。']
