のささや,わなかっ,ぶつけた,しげだっ,つかわし,からずっ,すること
['\u3000光のささやきに、『暁』は、静かに口元を緩めた。'],['\u3000毎日家に帰ることは叶わなかったけれど、母親の薬代を稼ぐために、しゅかは必死で働いた。'],['\u3000幼いしゅかは、母親の手にある、自家製の絵本を覗き込みながら、疑問をぶつけた。'],['\u3000その顔は、今にも泣きだしそうなほど、悲しげだった。'],['誰もかれもが、漆黒の彼には似つかわしくない名前だと言いました。'],['\u3000生まれた時からずっと聞こえ続けている誰かの悲鳴に慣れ切っていたしゅかは、すでに恐怖心というものは持っていなかった。'],['\u3000『暁』に会ってから、しゅかは人を愛することを本当に尊いことだと胸に刻んでいた。']
