きらきら,ひらひら,つやつや,ぐらぐら,ざわざわ
['銀の小鯵(あじ)の群れが敬意をもつて道を開けます。きらきら光る群れを抜けると、きぴーん、きぴーん、と海豚(いるか)の声が辺り一帯に響きました。'],['「良いのだよ。あの小判鮫の息子のやうに、ひらひらと弁の立つ賢しらな男など苦いばかり。あたくしは大嫌ひ！\u3000静かでかわゆい男が好いよ」'],['陽光から遠ざかり、人魚姫はひたすら深みを目指します。特別に煌めく黒真珠いろの髪と鱗、つやつやした青白い肌を持つ姫は、非常に華奢で麗しい、けれども妖しの娘でありました。まるで儚い、ほつそりとした優美な水母(くらげ)が致死の毒を持つやうに。'],['人魚姫から湧き立つ溶岩のやうな熱流が、ぐらぐらと魔女の玉藻の棲家を揉んで、その屋根を吹き飛ばしました。年老いた魔女はその威に服して額づきます。薬棚の奥の奥から取り出された鈍い群青いろの壜が、やがてていぶるに置かれました。'],['魔女は驚きのあまり、好物の沙蚕(ごかい)と管虫を詰めた壺を取り落としました。ざわざわとていぶるを逃げ出す虫どもを、姫は二つ三つ摘んで齧みちぎりました。']
