うしてか,けっぱち,はたいそ,つけたか,ちらから,たらふく,からしば,いがする
['「簡単じゃ、こうしてかまどを覗き込めばよか」'],['\u3000と考えました。しかしいくら考えても答えは出ず、お侍はやけっぱちで焼酎を呷りました。それを見ていたおかみさんは、'],['\u3000持ち主の居なくなったお菓子の家には、悪事を働いてこしらえた大判小判が山と詰まっておりました。へんぜるとぐれーてるはたいそう喜んで、'],['\u3000次の瞬間、へんぜるは恐るべき膂力でもっておばあさんを床に叩きつけたかと思うと、奪い返した名刀正清を神速で抜き放ち、'],['(美味そうな子じゃ、どちらから食もってしまおうか)'],['\u3000と言って、二人を家に招待して、たらふくお菓子を食わせて焼酎を飲ませました。焼酎が回って眠ってしまった二人を眺めながら、おばあさんはにやりと笑って、懐に隠していた短刀の柄に触れました。'],['\u3000それからしばらくの間、ぐれーてるは料理を作り続けました。ある日、おばあさんは、'],['\u3000そのまま一晩中歩き続け、夜が明け始めたとき、ぐれーてるは甘い匂いがすることにふと気づきました。奄美名産の黒砂糖、百姓が一口でも舐めれば死罪は免れない代物です。持ってきた僅かな米も食べ尽くし、お腹を空かせた二人はその匂いに引き寄せられました。']
