すっかり,だったか,がたくさ,しくかっ,ぶつかり
['\u3000次に薬師を連れた王妃がやって来た時、白雪姫の病気はすっかり良くなっていました。王妃はりんごだけ置いて帰りました。'],['\u3000白雪姫はべっどに横たわったまま、りんごの入っている籠を見ずに答えました。りんごを見るのも嫌だったからです。'],['\u3000翌日、小人たちは白雪姫のりんごを全部売りました。お金がたくさん手に入ったので、白雪姫の好きな甘いお菓子を買って帰りました。'],['\u3000母親である王妃は可愛らしくかっとしたりんごを見せて言いました。りんごの皮をうさぎの耳に見立てたものや、りんごの皮で花の形を描いたものもありました。'],['\u3000小人は王子さまとぶつかりました。白雪姫という美しい姫の噂を知っていた王子さまは彼女が病気で寝込んでいると聞き、小人たちの家に行きました。']
